Date,Open,High,Low,Close,Volume
2010-01-04,56.630001068115234,57.869998931884766,56.560001373291016,57.720001220703125,5277400
2010-01-05,57.33000183105469,57.689998626708984,56.27000045776367,57.220001220703125,7882800
2010-01-06,56.939998626708984,57.38999938964844,56.5,56.790000915527344,6015100
2010-01-07,56.40999984741211,56.529998779296875,54.650001525878906,56.27000045776367,10371600
2010-01-08,56.06999969482422,56.83000183105469,55.63999938964844,56.77000045776367,6576000
2010-01-11,56.93000030517578,57.36000061035156,56.619998931884766,57.02000045776367,4062700
2010-01-12,57.13999938964844,57.41999816894531,54.81999969482422,56.029998779296875,11268300
2010-01-13,56.349998474121094,56.75,55.959999084472656,56.529998779296875,5056200
2010-01-14,56.349998474121094,56.529998779296875,55.90999984741211,56.15999984741211,4668900
2010-01-15,56.029998779296875,56.5099983215332,55.650001525878906,56.25,7240000
2010-01-19,56.40999984741211,57.75,56.2400016784668,57.54999923706055,8570100
2010-01-20,57.619998931884766,57.619998931884766,56.40999984741211,57.20000076293945,6625700
2010-01-21,57.43000030517578,57.560001373291016,56.310001373291016,56.630001068115234,5833700
2010-01-22,56.66999816894531,57.29999923706055,56.529998779296875,56.599998474121094,5967600
2010-01-25,56.720001220703125,56.790000915527344,55.54999923706055,55.709999084472656,6719400
2010-01-26,56.20000076293945,56.869998931884766,55.70000076293945,56.58000183105469,14880300
2010-01-27,56.349998474121094,57.880001068115234,56.349998474121094,57.7400016784668,9695000
2010-01-28,57.869998931884766,58.779998779296875,57.560001373291016,58.08000183105469,11638200
2010-01-29,58.349998474121094,58.93000030517578,58.15999984741211,58.47999954223633,9465700
2010-02-01,58.52000045776367,58.84000015258789,58.369998931884766,58.720001220703125,7079100
2010-02-02,58.599998474121094,59.29999923706055,58.40999984741211,59.22999954223633,7660900
2010-02-03,58.900001525878906,59.41999816894531,58.86000061035156,59.06999969482422,7082600
2010-02-04,58.900001525878906,59.060001373291016,57.33000183105469,57.529998779296875,9534500
2010-02-05,57.540000915527344,58.029998779296875,56.63999938964844,57.68000030517578,8409900
2010-02-08,57.540000915527344,57.91999816894531,56.70000076293945,57.459999084472656,5947800
2010-02-09,58.2400016784668,58.400001525878906,56.70000076293945,57.209999084472656,18732200
2010-02-10,57.09000015258789,57.290000915527344,56.369998931884766,56.84000015258789,6019100
2010-02-11,56.560001373291016,57.0,56.22999954223633,56.5,8491100
2010-02-12,56.220001220703125,56.720001220703125,56.02000045776367,56.47999954223633,8008700
2010-02-16,56.619998931884766,57.0,56.20000076293945,56.9900016784668,5245900
2010-02-17,56.93000030517578,57.56999969482422,56.75,57.20000076293945,6831900
2010-02-18,57.29999923706055,57.439998626708984,57.099998474121094,57.27000045776367,8120500
2010-02-19,57.04999923706055,57.709999084472656,56.95000076293945,57.380001068115234,7131600
2010-02-22,57.36000061035156,57.439998626708984,56.79999923706055,57.099998474121094,7176800
2010-02-23,56.959999084472656,57.220001220703125,56.349998474121094,56.380001068115234,7703000
2010-02-24,56.65999984741211,56.97999954223633,56.349998474121094,56.7400016784668,4887700
2010-02-25,56.47999954223633,56.47999954223633,55.779998779296875,56.25,6592200
2010-02-26,56.25,57.029998779296875,56.099998474121094,56.61000061035156,6351700
2010-03-01,56.7400016784668,57.09000015258789,56.720001220703125,56.900001525878906,5638400
2010-03-02,56.90999984741211,57.02000045776367,56.470001220703125,56.869998931884766,7219100
2010-03-03,56.869998931884766,57.16999816894531,56.66999816894531,56.900001525878906,5655600
2010-03-04,57.0099983215332,57.08000183105469,56.369998931884766,56.77000045776367,6127000
2010-03-05,56.75,57.2599983215332,56.209999084472656,57.2400016784668,6529100
2010-03-08,57.25,58.099998474121094,57.20000076293945,57.61000061035156,4409300
2010-03-09,57.27000045776367,57.93000030517578,57.2599983215332,57.7599983215332,5095400
2010-03-10,57.97999954223633,57.9900016784668,57.5,57.779998779296875,4620700
2010-03-11,57.43000030517578,57.7400016784668,57.08000183105469,57.4900016784668,4346900
2010-03-12,57.720001220703125,57.75,57.15999984741211,57.43000030517578,3601400
2010-03-15,57.27000045776367,57.75,56.529998779296875,56.88999938964844,7051800
2010-03-16,57.290000915527344,57.540000915527344,56.709999084472656,57.41999816894531,6256500
2010-03-17,57.36000061035156,57.43000030517578,56.900001525878906,57.43000030517578,5348600
2010-03-18,57.40999984741211,58.439998626708984,57.15999984741211,58.310001373291016,6442600
2010-03-19,58.91999816894531,60.130001068115234,57.650001525878906,60.0,18901000
2010-03-22,59.61000061035156,60.38999938964844,59.5,60.09000015258789,8837000
2010-03-23,59.88999938964844,60.08000183105469,59.61000061035156,60.060001373291016,5024800
2010-03-24,59.790000915527344,60.0,58.959999084472656,59.06999969482422,9367100
2010-03-25,59.400001525878906,59.790000915527344,59.0,59.2599983215332,8863000
2010-03-26,59.34000015258789,59.91999816894531,59.0,59.40999984741211,5627100
2010-03-29,59.70000076293945,60.150001525878906,59.61000061035156,59.90999984741211,4268700
2010-03-30,59.810001373291016,60.27000045776367,59.560001373291016,60.09000015258789,4360400
2010-03-31,60.0,60.220001220703125,59.689998626708984,59.84000015258789,4975100
2010-04-01,59.95000076293945,60.939998626708984,59.95000076293945,60.79999923706055,5916500
2010-04-05,60.7400016784668,60.88999938964844,60.27000045776367,60.41999816894531,3679800
2010-04-06,60.25,60.4900016784668,59.84000015258789,60.290000915527344,3947200
2010-04-07,60.290000915527344,60.7599983215332,60.08000183105469,60.349998474121094,4573500
2010-04-08,60.40999984741211,60.83000183105469,59.869998931884766,60.52000045776367,4367700
2010-04-09,60.2599983215332,60.91999816894531,60.2599983215332,60.900001525878906,3585500
2010-04-12,60.65999984741211,60.900001525878906,60.16999816894531,60.369998931884766,5588600
2010-04-13,59.93000030517578,60.900001525878906,59.93000030517578,60.68000030517578,4710500
